ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,MAINOKONH,OKBV,OCCUPATION,FIRST_DATE,LAST_DATE,OUT_REASON,OUT_DATE,SBM_ID,KODTERR,EXT_ID,HAS_BRON,F6_SHIFR,REGPL_ID,CHK_DATE,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,KPIS,COMPUTERSS,SOFTWARENUMS,KPISS,Kopf_Changed,Okved_Changed,SBM,OVK_NAME
467,,16,7705460760,50060760,,,,45286552000,2000-02-13,000.006.0760,ЧП-0760,ЧП-0760,,"Новоясеневский пр-т, д. 60, к. 1","Новоясеневский пр-т, д. 60, к. 1","Новоясеневский пр-т, д. 60, к. 1",,,,,,2003-02-19,84000,60760-A1,коммерция,2000-09-15,2003-02-19,,,4,45286552000,467,0,01,1,2003-08-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
468,,16,7705460765,50060765,,,,45286552000,2000-11-18,000.006.0765,ЧП-0765,ЧП-0765,,"ул. Зеленая, д. 47, к. 1","ул. Зеленая, д. 47, к. 1","ул. Зеленая, д. 47, к. 1",,,,,,2003-01-08,84000,60765-A1,коммерция,2000-07-18,2003-01-08,,,4,45286552000,468,0,01,1,2003-10-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
469,,16,7705460771,50060771,,,,45286552000,2000-11-03,000.006.0771,ЧП-0771,ЧП-0771,,"ул. Островитянова, д. 38","ул. Островитянова, д. 38","ул. Островитянова, д. 38",,,,,,2002-10-14,84000,60771-A1,коммерция,2000-04-20,2003-10-14,,,4,45286552000,469,0,01,1,2004-04-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
470,,42,7705410740,50010740,"14001,14010,14050",,12247,45286552000,2000-03-21,000.001.0740,"ЗАВОД № 0740","ЗАВОД № 0740",,"пр-т Мира, д. 43","пр-т Мира, д. 43","пр-т Мира, д. 43",111-1000,111-2000,,,,2002-09-18,14001,10740-A1,,2000-10-02,2003-09-18,,,1,45286552000,470,0,01,1,2004-08-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
471,,42,7705410745,50010745,"14001,14010,14050",,12247,45286552000,2000-08-26,000.001.0745,"ЗАВОД № 0745","ЗАВОД № 0745",,"41 км МКАД, д. 11","41 км МКАД, д. 11","41 км МКАД, д. 11",111-1000,111-2000,,,,2003-03-31,14001,10745-A1,,2000-01-23,2003-03-31,,,1,45286552000,471,0,01,1,2003-10-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
472,,42,7705410746,50010746,"14001,14010,14050",,12247,45286552000,2000-06-09,000.001.0746,"ЗАВОД № 0746","ЗАВОД № 0746",,"пл. Победы, д. 56","пл. Победы, д. 56","пл. Победы, д. 56",111-1000,111-2000,,,,2002-08-13,14001,10746-A1,,2000-06-18,2003-08-13,,,1,45286552000,472,0,01,1,2004-04-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
473,,42,7705410749,50010749,"14001,14010,14050",,12247,45286552000,2000-10-30,000.001.0749,"ЗАВОД № 0749","ЗАВОД № 0749",,"ул. Теплый Стан, д. 57","ул. Теплый Стан, д. 57","ул. Теплый Стан, д. 57",111-1000,111-2000,,,,2002-12-12,14001,10749-A1,,2000-08-13,2003-12-12,,,1,45286552000,473,0,01,1,2004-10-30,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
474,,12,7705420781,50020781,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-16,000.002.0781,"АПТЕКА № 0781","АПТЕКА № 0781",,"ул. Ленина, д. 61","ул. Ленина, д. 61","ул. Ленина, д. 61",,,,,,2002-12-09,91510,20781-B,"торговля фармпрепаратами",2000-03-28,2003-12-09,,,1,45286552000,474,1,01,1,2004-08-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
475,,16,7705460782,50060782,,,,45286552000,2000-02-13,000.006.0782,ЧП-0782,ЧП-0782,,"ул. Гагарина, д. 75","ул. Гагарина, д. 75","ул. Гагарина, д. 75",,,,,,2003-07-31,84000,60782-A1,коммерция,2000-08-23,2003-07-31,,,4,45286552000,475,0,01,1,2004-06-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
476,,14,7705450759,50050759,"82000,82205",,,45286552000,2000-04-25,000.005.0759,ГУП-0759,ГУП-0759,,"ул. Теплый Стан, д. 20, к. 4","ул. Теплый Стан, д. 20, к. 4","ул. Теплый Стан, д. 20, к. 4",,,,,,2003-02-06,82000,50759-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-11-11,2003-02-06,,,4,45286552000,476,0,03,1,2003-07-05,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
477,,42,7705410758,50010758,"14001,14010,14050",,12247,45286552000,2000-11-24,000.001.0758,"ЗАВОД № 0758","ЗАВОД № 0758",,"ул. Теплый Стан, д. 67","ул. Теплый Стан, д. 67","ул. Теплый Стан, д. 67",111-1000,111-2000,,,,2002-12-08,14001,10758-A1,,2000-11-23,2003-12-08,,,1,45286552000,477,0,01,1,2004-01-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
478,,42,7705410759,50010759,"14001,14010,14050",,12247,45286552000,2000-04-19,000.001.0759,"ЗАВОД № 0759","ЗАВОД № 0759",,"Столичный бульвар, д. 18","Столичный бульвар, д. 18","Столичный бульвар, д. 18",111-1000,111-2000,,,,2002-08-30,14001,10759-A1,,2000-02-07,2003-08-30,,,1,45286552000,478,0,01,1,2004-03-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
479,,16,7705430820,50030820,"71200,71201",,12247,45286552000,2000-01-16,000.003.0820,"УНИВЕРСАМ № 0820","УНИВЕРСАМ № 0820",,"ул. Зеленая, д. 3","ул. Зеленая, д. 3","ул. Зеленая, д. 3",,,,,,2003-03-03,71200,30820-A1,"реализация товаров массового спроса",2000-10-06,2003-03-03,,,4,45286552000,479,0,01,4,2003-08-17,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
480,,14,7705440772,50040772,,,75000,45286552000,2000-09-17,000.004.0772,"ШКОЛА № 0772","ШКОЛА № 0772",,"Яблоневая аллея, д. 7","Яблоневая аллея, д. 7","Яблоневая аллея, д. 7",,,,,,2003-05-31,92100,40772-A1,образование,2000-02-19,2003-05-31,,,4,45286552000,480,0,01,1,2004-03-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
481,,14,7705450765,50050765,"82000,82205",,,45286552000,2000-04-22,000.005.0765,ГУП-0765,ГУП-0765,,"ул. Зеленая, д. 23","ул. Зеленая, д. 23","ул. Зеленая, д. 23",,,,,,2002-10-05,82000,50765-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-05-04,2003-10-05,,,4,45286552000,481,0,03,1,2003-10-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
482,,16,7705430826,50030826,"71200,71201",,12247,45286552000,2000-02-08,000.003.0826,"УНИВЕРСАМ № 0826","УНИВЕРСАМ № 0826",,"ул. Советская, д. 13, к. 3","ул. Советская, д. 13, к. 3","ул. Советская, д. 13, к. 3",,,,,,2003-04-22,71200,30826-A1,"реализация товаров массового спроса",2000-09-05,2003-04-22,,,4,45286552000,482,0,01,4,2004-01-19,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
483,,16,7705430830,50030830,"71200,71201",,12247,45286552000,2000-08-28,000.003.0830,"УНИВЕРСАМ № 0830","УНИВЕРСАМ № 0830",,"2-й пер. Призывников, д. 10","2-й пер. Призывников, д. 10","2-й пер. Призывников, д. 10",,,,,,2003-05-27,71200,30830-A1-Ха,"реализация товаров массового спроса",2000-05-24,2003-05-27,,,4,45286552000,483,0,01,4,2003-11-18,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
484,,14,7705450768,50050768,"82000,82205",,,45286552000,2000-09-01,000.005.0768,ГУП-0768,ГУП-0768,,"ул. Островитянова, д. 64, к. 1","ул. Островитянова, д. 64, к. 1","ул. Островитянова, д. 64, к. 1",,,,,,2003-06-21,82000,50768-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-09-29,2003-06-21,,,4,45286552000,484,0,03,1,2003-06-23,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
485,,16,7705460795,50060795,,,,45286552000,2000-09-29,000.006.0795,ЧП-0795,ЧП-0795,,"Яблоневая аллея, д. 32, к. 2","Яблоневая аллея, д. 32, к. 2","Яблоневая аллея, д. 32, к. 2",,,,,,2002-10-29,84000,60795-A1,коммерция,2000-08-16,2003-10-29,,,4,45286552000,485,0,01,1,2004-01-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
486,,42,7705410771,50010771,"14001,14010,14050",,12247,45286552000,2000-12-02,000.001.0771,"ЗАВОД № 0771","ЗАВОД № 0771",,"пер. Маяковского, д. 15, к. 5","пер. Маяковского, д. 15, к. 5","пер. Маяковского, д. 15, к. 5",111-1000,111-2000,,,,2003-06-06,14001,10771-A1,,2000-06-22,2003-06-06,,,1,45286552000,486,0,01,1,2004-03-25,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
487,,14,7705450777,50050777,"82000,82205",,,45286552000,2000-02-01,000.005.0777,ГУП-0777,ГУП-0777,,"пр-т Горького, д. 12","пр-т Горького, д. 12","пр-т Горького, д. 12",,,,,,2003-02-10,82000,50777-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-05-08,2003-02-10,,,4,45286552000,487,0,03,1,2003-09-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
488,,12,7705420799,50020799,"91510,91511,91515,10.15.15",,12247,45286552000,2000-03-18,000.002.0799,"АПТЕКА № 0799","АПТЕКА № 0799",,"тупик Совхозный, д. 29","тупик Совхозный, д. 29","тупик Совхозный, д. 29",,,,,,2002-08-02,91510,20799-B,"торговля фармпрепаратами",2000-09-11,2003-08-02,,,1,45286552000,488,1,01,1,2003-08-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
489,,12,7705420800,50020800,"91510,91511,91515,10.15.15",,12247,45286552000,2000-03-23,000.002.0800,"АПТЕКА № 0800","АПТЕКА № 0800",,"ул. Теплый Стан, д. 25","ул. Теплый Стан, д. 25","ул. Теплый Стан, д. 25",,,,,,2002-11-12,91510,20800-B,"торговля фармпрепаратами",2000-11-09,2003-11-12,,,1,45286552000,489,1,01,1,2003-12-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
490,,16,7705460799,50060799,,,,45286552000,2000-12-21,000.006.0799,ЧП-0799,ЧП-0799,,"ул. Теплый Стан, д. 53","ул. Теплый Стан, д. 53","ул. Теплый Стан, д. 53",,,,,,2003-06-23,84000,60799-A1,коммерция,2000-08-18,2003-06-23,,,4,45286552000,490,0,01,1,2003-12-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
491,,42,7705410780,50010780,"14001,14010,14050",,12247,45286552000,2000-07-03,000.001.0780,"ЗАВОД № 0780","ЗАВОД № 0780",,"Столичный бульвар, д. 49, к. 5","Столичный бульвар, д. 49, к. 5","Столичный бульвар, д. 49, к. 5",111-1000,111-2000,,,,2002-09-17,14001,10780-A1,,2000-01-26,2003-09-17,,,1,45286552000,491,0,01,1,2004-07-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
492,,16,7705430841,50030841,"71200,71201",,12247,45286552000,2000-06-07,000.003.0841,"УНИВЕРСАМ № 0841","УНИВЕРСАМ № 0841",,"пр-т Мира, д. 94, к. 5","пр-т Мира, д. 94, к. 5","пр-т Мира, д. 94, к. 5",,,,,,2002-10-21,71200,30841-A1,"реализация товаров массового спроса",2000-07-25,2003-10-21,,,4,45286552000,492,0,01,4,2004-03-09,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
493,,12,7705420810,50020810,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-16,000.002.0810,"АПТЕКА № 0810","АПТЕКА № 0810",,"Новоясеневский пр-т, д. 86","Новоясеневский пр-т, д. 86","Новоясеневский пр-т, д. 86",,,,,,2002-08-14,91510,20810-B,"торговля фармпрепаратами",2000-04-04,2003-08-14,,,1,45286552000,493,1,01,1,2004-06-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
494,,12,7705420811,50020811,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-03,000.002.0811,"АПТЕКА № 0811","АПТЕКА № 0811",,"ул. Теплый Стан, д. 28","ул. Теплый Стан, д. 28","ул. Теплый Стан, д. 28",,,,,,2003-01-26,91510,20811-B,"торговля фармпрепаратами",2000-10-23,2003-01-26,,,1,45286552000,494,1,01,1,2003-02-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
495,,16,7705460805,50060805,,,,45286552000,2000-12-07,000.006.0805,ЧП-0805,ЧП-0805,,"41 км МКАД, д. 82","41 км МКАД, д. 82","41 км МКАД, д. 82",,,,,,2003-04-24,84000,60805-A1,коммерция,2000-07-24,2003-04-24,,,4,45286552000,495,0,01,1,2003-07-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
496,,14,7705450795,50050795,"82000,82205",,,45286552000,2000-01-03,000.005.0795,ГУП-0795,ГУП-0795,,"2-й пер. Призывников, д. 45, к. 2","2-й пер. Призывников, д. 45, к. 2","2-й пер. Призывников, д. 45, к. 2",,,,,,2002-12-06,82000,50795-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-01-05,2003-12-06,,,4,45286552000,496,0,03,1,2004-08-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
497,,42,7705410793,50010793,"14001,14010,14050",,12247,45286552000,2000-06-10,000.001.0793,"ЗАВОД № 0793","ЗАВОД № 0793",,"ул. Новаторов, д. 57","ул. Новаторов, д. 57","ул. Новаторов, д. 57",111-1000,111-2000,,,,2003-03-23,14001,10793-A1,,2000-10-16,2003-03-23,,,1,45286552000,497,0,01,1,2004-02-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
498,,16,7705460810,50060810,,,,45286552000,2000-06-25,000.006.0810,ЧП-0810,ЧП-0810,,"ул. Зеленая, д. 29","ул. Зеленая, д. 29","ул. Зеленая, д. 29",,,,,,2003-05-23,84000,60810-A1,коммерция,2000-03-16,2003-05-23,,,4,45286552000,498,0,01,1,2003-05-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
499,,16,7705430851,50030851,"71200,71201",,12247,45286552000,2000-11-05,000.003.0851,"УНИВЕРСАМ № 0851","УНИВЕРСАМ № 0851",,"41 км МКАД, д. 47","41 км МКАД, д. 47","41 км МКАД, д. 47",,,,,,2003-05-22,71200,30851-A1,"реализация товаров массового спроса",2000-07-18,2003-05-22,,,4,45286552000,499,0,01,4,2004-01-11,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
500,,14,7705450802,50050802,"82000,82205",,,45286552000,2000-10-21,000.005.0802,ГУП-0802,ГУП-0802,,"ул. Гвоздева, д. 79","ул. Гвоздева, д. 79","ул. Гвоздева, д. 79",,,,,,2003-06-03,82000,50802-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-09-25,2003-06-03,,,4,45286552000,500,0,03,1,2004-01-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
501,,14,7705440798,50040798,,,75000,45286552000,2000-06-19,000.004.0798,"ШКОЛА № 0798","ШКОЛА № 0798",,"ул. Зеленая, д. 69, к. 1","ул. Зеленая, д. 69, к. 1","ул. Зеленая, д. 69, к. 1",,,,,,2002-09-29,92100,40798-A1,образование,2000-06-14,2003-09-29,,,4,45286552000,501,0,01,1,2004-01-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
502,,14,7705450803,50050803,"82000,82205",,,45286552000,2000-10-09,000.005.0803,ГУП-0803,ГУП-0803,,"Новоясеневский пр-т, д. 50","Новоясеневский пр-т, д. 50","Новоясеневский пр-т, д. 50",,,,,,2002-10-10,82000,50803-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-01-18,2003-10-10,,,4,45286552000,502,0,03,1,2004-03-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
503,,16,7705430854,50030854,"71200,71201",,12247,45286552000,2000-12-20,000.003.0854,"УНИВЕРСАМ № 0854","УНИВЕРСАМ № 0854",,"ул. Ленина, д. 5","ул. Ленина, д. 5","ул. Ленина, д. 5",,,,,,2003-04-05,71200,30854-A1,"реализация товаров массового спроса",2000-08-04,2003-04-05,,,4,45286552000,503,0,01,4,2003-12-15,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
504,,14,7705450808,50050808,"82000,82205",,,45286552000,2000-08-22,000.005.0808,ГУП-0808,ГУП-0808,,"ул. Гагарина, д. 83, к. 5","ул. Гагарина, д. 83, к. 5","ул. Гагарина, д. 83, к. 5",,,,,,2003-01-03,82000,50808-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-05-29,2003-01-03,,,4,45286552000,504,0,03,1,2003-08-17,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
505,,16,7705460824,50060824,,,,45286552000,2000-11-23,000.006.0824,ЧП-0824,ЧП-0824,,"ул. Новаторов, д. 87, к. 3","ул. Новаторов, д. 87, к. 3","ул. Новаторов, д. 87, к. 3",,,,,,2002-11-23,84000,60824-A1,коммерция,2000-10-01,2003-11-23,,,4,45286552000,505,0,01,1,2003-12-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
506,,16,7705430859,50030859,"71200,71201",,12247,45286552000,2000-09-19,000.003.0859,"УНИВЕРСАМ № 0859","УНИВЕРСАМ № 0859",,"ул. Новаторов, д. 90, к. 5","ул. Новаторов, д. 90, к. 5","ул. Новаторов, д. 90, к. 5",,,,,,2003-03-06,71200,30859-A1,"реализация товаров массового спроса",2000-11-08,2003-03-06,,,4,45286552000,506,0,01,4,2003-07-13,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
507,,16,7705460831,50060831,,,,45286552000,2000-04-03,000.006.0831,ЧП-0831,ЧП-0831,,"ул. Теплый Стан, д. 65","ул. Теплый Стан, д. 65","ул. Теплый Стан, д. 65",,,,,,2003-02-10,84000,60831-A1,коммерция,2000-07-28,2003-02-10,,,4,45286552000,507,0,01,1,2003-12-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
508,,12,7705420827,50020827,"91510,91511,91515,10.15.15",,12247,45286552000,2000-12-10,000.002.0827,"АПТЕКА № 0827","АПТЕКА № 0827",,"ул. Новаторов, д. 59, к. 3","ул. Новаторов, д. 59, к. 3","ул. Новаторов, д. 59, к. 3",,,,,,2003-04-19,91510,20827-B,"торговля фармпрепаратами",2000-08-12,2003-04-19,,,1,45286552000,508,1,01,1,2003-10-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
509,,14,7705440811,50040811,,,75000,45286552000,2000-05-05,000.004.0811,"ШКОЛА № 0811","ШКОЛА № 0811",,"Столичный бульвар, д. 67, к. 1","Столичный бульвар, д. 67, к. 1","Столичный бульвар, д. 67, к. 1",,,,,,2003-04-30,92100,40811-A1,образование,2000-11-14,2003-04-30,,,4,45286552000,509,0,01,1,2004-04-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
